SysCurrentTime	Текущее время
T5LatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T5LatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T5LatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T5LatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T5ClapLatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T5ClapLatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T1LatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T1LatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T1LatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T1LatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T1LatchCalOpenTime9	Время хода задвижки от закрытого состояния к открытому
T1LatchCalCloseTime9	Время хода задвижки от открытого состояния к закрытому
T6BlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T6OpenStatus1	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus1	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus2	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus2	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus3	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus3	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus4	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus4	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus5	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus5	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus6	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus6	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus7	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus7	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus8	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus8	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus9	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus9	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus9	Переменная для пуска алгоритма калибровки заслонки
T6OpenStatus10	Переменная для пуска алгоритма открытия заслонки
T6CloseStatus10	Переменная для пуска алгоритма закрытия заслонки
T6CalStatus10	Переменная для пуска алгоритма калибровки заслонки
T7BlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T7OpenStatus1	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus1	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus2	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus2	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus3	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus3	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus4	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus4	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus5	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus5	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus6	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus6	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus7	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus7	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus8	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus8	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus9	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus9	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus9	Переменная для пуска алгоритма калибровки заслонки
T7OpenStatus10	Переменная для пуска алгоритма открытия заслонки
T7CloseStatus10	Переменная для пуска алгоритма закрытия заслонки
T7CalStatus10	Переменная для пуска алгоритма калибровки заслонки
T6AlarmStatus	Включение оповещения движения задвижек
T7AlarmStatus	Включение оповещения движения задвижек
T4BlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T4ClapBlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T4OpenStatus1	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus1	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus2	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus2	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus3	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus3	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus4	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus4	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus5	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus5	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus6	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus6	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus7	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus7	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus8	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus8	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus9	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus9	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus9	Переменная для пуска алгоритма калибровки заслонки
T4OpenStatus10	Переменная для пуска алгоритма открытия заслонки
T4CloseStatus10	Переменная для пуска алгоритма закрытия заслонки
T4CalStatus10	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus1	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus1	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus2	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus2	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus3	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus3	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus4	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus4	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus5	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus5	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus6	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus6	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus7	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus7	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus8	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus8	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus9	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus9	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus9	Переменная для пуска алгоритма калибровки заслонки
T4ClapOpenStatus10	Переменная для пуска алгоритма открытия заслонки
T4ClapCloseStatus10	Переменная для пуска алгоритма закрытия заслонки
T4ClapCalStatus10	Переменная для пуска алгоритма калибровки заслонки
T5BlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T5ClapBlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T5OpenStatus1	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus1	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus2	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus2	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus3	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus3	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus4	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus4	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus5	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus5	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus6	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus6	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus7	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus7	Переменная для пуска алгоритма калибровки заслонки
T5OpenStatus8	Переменная для пуска алгоритма открытия заслонки
T5CloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T5CalStatus8	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus1	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus1	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus2	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus2	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus3	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus3	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus4	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus4	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus5	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus5	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus6	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus6	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus7	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus7	Переменная для пуска алгоритма калибровки заслонки
T5ClapOpenStatus8	Переменная для пуска алгоритма открытия заслонки
T5ClapCloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T5ClapCalStatus8	Переменная для пуска алгоритма калибровки заслонки
T1BlockSelectStatus	Переменная для блокировки управления заслонками транспортера
T1OpenStatus1	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus1	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus1	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus2	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus2	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus2	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus3	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus3	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus3	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus4	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus4	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus4	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus5	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus5	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus5	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus6	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus6	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus6	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus7	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus7	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus7	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus8	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus8	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus8	Переменная для пуска алгоритма калибровки заслонки
T1OpenStatus9	Переменная для пуска алгоритма открытия заслонки
T1CloseStatus9	Переменная для пуска алгоритма закрытия заслонки
T1CalStatus9	Переменная для пуска алгоритма калибровки заслонки
ManualStartStatus	Статус запускающий алгоритм запуска оборудования
AlarmStatus	Статус запуска аварийного звукового оповещения
PingPLC16Flor	Переменная контроля состояни связи с контроллером
BlockControl	Переменные весового терминала
L1_D1_Weight	
L1_D1_S_Start	
L1_D1_S_Stop	
L1_D1_S_Dose	
L1_D1_S_Pause	
L1_D1_S_Load	
L1_D1_S_UnLoad	
L1_D1_S_Error	
L1_D1_D_In1	
L1_D1_D_In2	
L1_D1_C_C	
L1_D1_C_n	
L1_D1_C_E	
L1_D1_C_d	
L1_D1_C_P	
L1_D1_C_t	
L1_D1_Cmd	
L1_D1_Par_TDel	
L1_D1_Par_TDampers	
L1_D1_Par_WLadel	
L1_D1_Par_Capacity	
L1_D1_Par_OSigma	
L1_D1_D_Out1	
L1_D1_D_Out2	
Timer	
Count	
Capacity	
LatchHighStatus	
LatchBottomStatus	
LocalCounter	
LocalCounterTimer	
CalculateCount	
ClearLocalCounter	
L1_D1_Par_TankageLadel	
VesRepFrom	
VesRepTo	
