SysCurrentTime	Текущее время
T4LatchOpen2	Входое реле концевика открытого состояния задвижки
T4LatchOpen3	Входое реле концевика открытого состояния задвижки
T4LatchOpen4	Входое реле концевика открытого состояния задвижки
T4LatchOpen5	Входое реле концевика открытого состояния задвижки
T4LatchOpen6	Входое реле концевика открытого состояния задвижки
T4LatchOpen7	Входое реле концевика открытого состояния задвижки
T4LatchOpen8	Входое реле концевика открытого состояния задвижки
T4LatchOpen9	Входое реле концевика открытого состояния задвижки
T4LatchOpen10	Входое реле концевика открытого состояния задвижки
T4LatchClose1	Входое реле концевика закрытого состояния задвижки
T4LatchClose2	Входое реле концевика закрытого состояния задвижки
T4LatchClose3	Входое реле концевика закрытого состояния задвижки
T4LatchClose4	Входое реле концевика закрытого состояния задвижки
T4LatchClose5	Входое реле концевика закрытого состояния задвижки
T4LatchClose6	Входое реле концевика закрытого состояния задвижки
T4LatchClose7	Входое реле концевика закрытого состояния задвижки
T4LatchClose8	Входое реле концевика закрытого состояния задвижки
T4LatchClose9	Входое реле концевика закрытого состояния задвижки
T4LatchClose10	Входое реле концевика закрытого состояния задвижки
T4ClapLatchOpen1	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen2	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen3	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen4	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen5	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen6	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen7	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen8	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen9	Входое реле концевика открытого состояния задвижки
T4ClapLatchOpen10	Входое реле концевика открытого состояния задвижки
T4ClapLatchClose1	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose2	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose3	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose4	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose5	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose6	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose7	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose8	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose9	Входое реле концевика закрытого состояния задвижки
T4ClapLatchClose10	Входое реле концевика закрытого состояния задвижки
T5LatchOpen1	Входое реле концевика открытого состояния задвижки
T5LatchOpen2	Входое реле концевика открытого состояния задвижки
T5LatchOpen3	Входое реле концевика открытого состояния задвижки
T5LatchOpen4	Входое реле концевика открытого состояния задвижки
T5LatchOpen5	Входое реле концевика открытого состояния задвижки
T5LatchOpen6	Входое реле концевика открытого состояния задвижки
T5LatchOpen7	Входое реле концевика открытого состояния задвижки
T5LatchOpen8	Входое реле концевика открытого состояния задвижки
T5LatchClose1	Входое реле концевика закрытого состояния задвижки
T5LatchClose2	Входое реле концевика закрытого состояния задвижки
T5LatchClose3	Входое реле концевика закрытого состояния задвижки
T5LatchClose4	Входое реле концевика закрытого состояния задвижки
T5LatchClose5	Входое реле концевика закрытого состояния задвижки
T5LatchClose6	Входое реле концевика закрытого состояния задвижки
T5LatchClose7	Входое реле концевика закрытого состояния задвижки
T5LatchClose8	Входое реле концевика закрытого состояния задвижки
T5ClapLatchOpen1	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen2	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen3	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen4	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen5	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen6	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen7	Входое реле концевика открытого состояния задвижки
T5ClapLatchOpen8	Входое реле концевика открытого состояния задвижки
T5ClapLatchClose1	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose2	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose3	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose4	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose5	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose6	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose7	Входое реле концевика закрытого состояния задвижки
T5ClapLatchClose8	Входое реле концевика закрытого состояния задвижки
T1LatchOpen1	Входое реле концевика открытого состояния задвижки
T1LatchOpen2	Входое реле концевика открытого состояния задвижки
T1LatchOpen3	Входое реле концевика открытого состояния задвижки
T1LatchOpen4	Входое реле концевика открытого состояния задвижки
T1LatchOpen5	Входое реле концевика открытого состояния задвижки
T1LatchOpen6	Входое реле концевика открытого состояния задвижки
T1LatchOpen7	Входое реле концевика открытого состояния задвижки
T1LatchOpen8	Входое реле концевика открытого состояния задвижки
T1LatchClose1	Входое реле концевика закрытого состояния задвижки
T1LatchClose2	Входое реле концевика закрытого состояния задвижки
T1LatchClose3	Входое реле концевика закрытого состояния задвижки
T1LatchClose4	Входое реле концевика закрытого состояния задвижки
T1LatchClose5	Входое реле концевика закрытого состояния задвижки
T1LatchClose6	Входое реле концевика закрытого состояния задвижки
T1LatchClose7	Входое реле концевика закрытого состояния задвижки
T1LatchClose8	Входое реле концевика закрытого состояния задвижки
T1LatchOpen9	Входое реле концевика открытого состояния задвижки
T1LatchClose9	Входое реле концевика закрытого состояния задвижки
T1Power	Значение потребляемой мощности транспортера
T2Power	Значение потребляемой мощности транспортера
T3Power	Значение потребляемой мощности транспортера
T4Power	Значение потребляемой мощности транспортера
T5Power	Значение потребляемой мощности транспортера
T6Power	Значение потребляемой мощности транспортера
T7Power	Значение потребляемой мощности транспортера
T1Freq	Задание частоты для частотного преобразователя транспортера
T2Freq	Задание частоты для частотного преобразователя транспортера
T3Freq	Задание частоты для частотного преобразователя транспортера
T4Freq	Задание частоты для частотного преобразователя транспортера
T5Freq	Задание частоты для частотного преобразователя транспортера
T6Freq	Задание частоты для частотного преобразователя транспортера
T7Freq	Задание частоты для частотного преобразователя транспортера
StartTimeN1	Таймер старта нории
StartTimeN2	Таймер старта нории
StartTimeN3	Таймер старта нории
StartTimeN4	Таймер старта нории
StartTimeN5	Таймер старта нории
StartTimeN6	Таймер старта нории
StartTimeN7	Таймер старта нории
StartTimeN8	Таймер старта нории
StartTimeN9	Таймер старта нории
StartTimeN10	Таймер старта нории
AlarmTimeN1	Таймер аварии нории
AlarmTimeN2	Таймер аварии нории
AlarmTimeN3	Таймер аварии нории
AlarmTimeN4	Таймер аварии нории
AlarmTimeN5	Таймер аварии нории
AlarmTimeN6	Таймер аварии нории
AlarmTimeN7	Таймер аварии нории
AlarmTimeN8	Таймер аварии нории
AlarmTimeN9	Таймер аварии нории
AlarmTimeN10	Таймер аварии нории
StatusAlarmN1	Служебный статус для контроля аварии нории
StatusAlarmN2	Служебный статус для контроля аварии нории
StatusAlarmN3	Служебный статус для контроля аварии нории
StatusAlarmN4	Служебный статус для контроля аварии нории
StatusAlarmN5	Служебный статус для контроля аварии нории
StatusAlarmN6	Служебный статус для контроля аварии нории
StatusAlarmN7	Служебный статус для контроля аварии нории
StatusAlarmN8	Служебный статус для контроля аварии нории
StatusAlarmN9	Служебный статус для контроля аварии нории
StatusAlarmN10	Служебный статус для контроля аварии нории
StartTimeC1	Таймер старта аспирации
StartTimeC2	Таймер старта аспирации
StartTimeC3	Таймер старта аспирации
StartTimeC4	Таймер старта аспирации
StartTimeC5	Таймер старта аспирации
StartTimeC6	Таймер старта аспирации
StartTimeC7	Таймер старта аспирации
StartTimeC8	Таймер старта аспирации
StartTimeC9	Таймер старта аспирации
StartTimeC10	Таймер старта аспирации
StartTimeC11	Таймер старта аспирации
StartTimeC12	Таймер старта аспирации
StartTimeC13	Таймер старта аспирации
StartTimeC14	Таймер старта аспирации
StartTimeT1	Таймер старта транспортера
StartTimeT2	Таймер старта транспортера
StartTimeT3	Таймер старта транспортера
StartTimeT4	Таймер старта транспортера
StartTimeT5	Таймер старта транспортера
StartTimeT6	Таймер старта транспортера
StartTimeT7	Таймер старта транспортера
StartTimeT8	Таймер старта транспортера
StartTimeT9	Таймер старта транспортера
StartTimeT10	Таймер старта транспортера
StartTimeT11	Таймер старта транспортера
StartTimeT12	Таймер старта транспортера
StartTimeT13	Таймер старта транспортера
StartTimeT14	Таймер старта транспортера
StartTimeT15	Таймер старта транспортера
StartTimeT16	Таймер старта транспортера
StartTimeT17	Таймер старта транспортера
StartTimeT18	Таймер старта транспортера
StartTimeT19	Таймер старта транспортера
StartTimeT20	Таймер старта транспортера
AlarmTimeT1	Таймер аварии транспортера
AlarmTimeT2	Таймер аварии транспортера
AlarmTimeT3	Таймер аварии транспортера
AlarmTimeT4	Таймер аварии транспортера
AlarmTimeT5	Таймер аварии транспортера
AlarmTimeT6	Таймер аварии транспортера
AlarmTimeT7	Таймер аварии транспортера
AlarmTimeT8	Таймер аварии транспортера
AlarmTimeT9	Таймер аварии транспортера
AlarmTimeT10	Таймер аварии транспортера
AlarmTimeT11	Таймер аварии транспортера
AlarmTimeT12	Таймер аварии транспортера
AlarmTimeT13	Таймер аварии транспортера
AlarmTimeT14	Таймер аварии транспортера
AlarmTimeT15	Таймер аварии транспортера
AlarmTimeT16	Таймер аварии транспортера
AlarmTimeT17	Таймер аварии транспортера
AlarmTimeT18	Таймер аварии транспортера
AlarmTimeT19	Таймер аварии транспортера
AlarmTimeT20	Таймер аварии транспортера
StatusAlarmT1	Служебный статус для контроля аварии транспортера
StatusAlarmT2	Служебный статус для контроля аварии транспортера
StatusAlarmT3	Служебный статус для контроля аварии транспортера
StatusAlarmT4	Служебный статус для контроля аварии транспортера
StatusAlarmT5	Служебный статус для контроля аварии транспортера
StatusAlarmT6	Служебный статус для контроля аварии транспортера
StatusAlarmT7	Служебный статус для контроля аварии транспортера
StatusAlarmT8	Служебный статус для контроля аварии транспортера
StatusAlarmT9	Служебный статус для контроля аварии транспортера
StatusAlarmT10	Служебный статус для контроля аварии транспортера
StatusAlarmT11	Служебный статус для контроля аварии транспортера
StatusAlarmT12	Служебный статус для контроля аварии транспортера
StatusAlarmT13	Служебный статус для контроля аварии транспортера
StatusAlarmT14	Служебный статус для контроля аварии транспортера
StatusAlarmT15	Служебный статус для контроля аварии транспортера
StatusAlarmT16	Служебный статус для контроля аварии транспортера
StatusAlarmT17	Служебный статус для контроля аварии транспортера
StatusAlarmT18	Служебный статус для контроля аварии транспортера
StatusAlarmT19	Служебный статус для контроля аварии транспортера
StatusAlarmT20	Служебный статус для контроля аварии транспортера
RPMTimerT1	
RPMTimerT2	
RPMTimerT3	
RPMTimerT4	
RPMTimerT5	
RPMTimerT6	
RPMTimerT7	
RPMTimerT8	
RPMTimerT9	
RPMTimerT10	
RPMTimerT11	
RPMTimerT12	
RPMTimerT13	
RPMTimerT14	
RPMTimerT15	
RPMTimerT16	
RPMTimerT17	Заслонки транспортера номер 6
RPMTimerT18	Заслонки транспортера номер 6
T6OpenTimer1	Таймер алгоритма открытия заслонки
T6CloseTimer1	Таймер алгоритма закрытия заслонки
T6CalTimer1	Таймер алгоритма калибровки заслонки
T6OpenTimer2	Таймер алгоритма открытия заслонки
T6CloseTimer2	Таймер алгоритма закрытия заслонки
T6CalTimer2	Таймер алгоритма калибровки заслонки
T6OpenTimer3	Таймер алгоритма открытия заслонки
T6CloseTimer3	Таймер алгоритма закрытия заслонки
T6CalTimer3	Таймер алгоритма калибровки заслонки
T6OpenTimer4	Таймер алгоритма открытия заслонки
T6CloseTimer4	Таймер алгоритма закрытия заслонки
T6CalTimer4	Таймер алгоритма калибровки заслонки
T6OpenTimer5	Таймер алгоритма открытия заслонки
T6CloseTimer5	Таймер алгоритма закрытия заслонки
T6CalTimer5	Таймер алгоритма калибровки заслонки
T6OpenTimer6	Таймер алгоритма открытия заслонки
T6CloseTimer6	Таймер алгоритма закрытия заслонки
T6CalTimer6	Таймер алгоритма калибровки заслонки
T6OpenTimer7	Таймер алгоритма открытия заслонки
T6CloseTimer7	Таймер алгоритма закрытия заслонки
T6CalTimer7	Таймер алгоритма калибровки заслонки
T6OpenTimer8	Таймер алгоритма открытия заслонки
T6CloseTimer8	Таймер алгоритма закрытия заслонки
T6CalTimer8	Таймер алгоритма калибровки заслонки
T6OpenTimer9	Таймер алгоритма открытия заслонки
T6CloseTimer9	Таймер алгоритма закрытия заслонки
T6CalTimer9	Таймер алгоритма калибровки заслонки
T6OpenTimer10	Таймер алгоритма открытия заслонки
T6CloseTimer10	Таймер алгоритма закрытия заслонки
T6CalTimer10	Таймер алгоритма калибровки заслонки
T7OpenTimer1	Таймер алгоритма открытия заслонки
T7CloseTimer1	Таймер алгоритма закрытия заслонки
T7CalTimer1	Таймер алгоритма калибровки заслонки
T7OpenTimer2	Таймер алгоритма открытия заслонки
T7CloseTimer2	Таймер алгоритма закрытия заслонки
T7CalTimer2	Таймер алгоритма калибровки заслонки
T7OpenTimer3	Таймер алгоритма открытия заслонки
T7CloseTimer3	Таймер алгоритма закрытия заслонки
T7CalTimer3	Таймер алгоритма калибровки заслонки
T7OpenTimer4	Таймер алгоритма открытия заслонки
T7CloseTimer4	Таймер алгоритма закрытия заслонки
T7CalTimer4	Таймер алгоритма калибровки заслонки
T7OpenTimer5	Таймер алгоритма открытия заслонки
T7CloseTimer5	Таймер алгоритма закрытия заслонки
T7CalTimer5	Таймер алгоритма калибровки заслонки
T7OpenTimer6	Таймер алгоритма открытия заслонки
T7CloseTimer6	Таймер алгоритма закрытия заслонки
T7CalTimer6	Таймер алгоритма калибровки заслонки
T7OpenTimer7	Таймер алгоритма открытия заслонки
T7CloseTimer7	Таймер алгоритма закрытия заслонки
T7CalTimer7	Таймер алгоритма калибровки заслонки
T7OpenTimer8	Таймер алгоритма открытия заслонки
T7CloseTimer8	Таймер алгоритма закрытия заслонки
T7CalTimer8	Таймер алгоритма калибровки заслонки
T7OpenTimer9	Таймер алгоритма открытия заслонки
T7CloseTimer9	Таймер алгоритма закрытия заслонки
T7CalTimer9	Таймер алгоритма калибровки заслонки
T7OpenTimer10	Таймер алгоритма открытия заслонки
T7CloseTimer10	Таймер алгоритма закрытия заслонки
T7CalTimer10	Таймер алгоритма калибровки заслонки
AlarmStartTimer	Таймер контроля аварийного звукового оповещения
ManualTimer	Таймер контроля алгоритма пуска механизмов
ManualTimerAlarm	Таймер контроля алгоритма пуска механизмов
ManualTimerDelay	Таймер контроля алгоритма пуска механизмов
T4OpenTimer1	Таймер алгоритма открытия заслонки
T4CloseTimer1	Таймер алгоритма закрытия заслонки
T4CalTimer1	Таймер алгоритма калибровки заслонки
T4OpenTimer2	Таймер алгоритма открытия заслонки
T4CloseTimer2	Таймер алгоритма закрытия заслонки
T4CalTimer2	Таймер алгоритма калибровки заслонки
T4OpenTimer3	Таймер алгоритма открытия заслонки
T4CloseTimer3	Таймер алгоритма закрытия заслонки
T4CalTimer3	Таймер алгоритма калибровки заслонки
T4OpenTimer4	Таймер алгоритма открытия заслонки
T4CloseTimer4	Таймер алгоритма закрытия заслонки
T4CalTimer4	Таймер алгоритма калибровки заслонки
T4OpenTimer5	Таймер алгоритма открытия заслонки
T4CloseTimer5	Таймер алгоритма закрытия заслонки
T4CalTimer5	Таймер алгоритма калибровки заслонки
T4OpenTimer6	Таймер алгоритма открытия заслонки
T4CloseTimer6	Таймер алгоритма закрытия заслонки
T4CalTimer6	Таймер алгоритма калибровки заслонки
T4OpenTimer7	Таймер алгоритма открытия заслонки
T4CloseTimer7	Таймер алгоритма закрытия заслонки
T4CalTimer7	Таймер алгоритма калибровки заслонки
T4OpenTimer8	Таймер алгоритма открытия заслонки
T4CloseTimer8	Таймер алгоритма закрытия заслонки
T4CalTimer8	Таймер алгоритма калибровки заслонки
T4OpenTimer9	Таймер алгоритма открытия заслонки
T4CloseTimer9	Таймер алгоритма закрытия заслонки
T4CalTimer9	Таймер алгоритма калибровки заслонки
T4OpenTimer10	Таймер алгоритма открытия заслонки
T4CloseTimer10	Таймер алгоритма закрытия заслонки
T4CalTimer10	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer1	Таймер алгоритма открытия заслонки
T4ClapCloseTimer1	Таймер алгоритма закрытия заслонки
T4ClapCalTimer1	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer2	Таймер алгоритма открытия заслонки
T4ClapCloseTimer2	Таймер алгоритма закрытия заслонки
T4ClapCalTimer2	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer3	Таймер алгоритма открытия заслонки
T4ClapCloseTimer3	Таймер алгоритма закрытия заслонки
T4ClapCalTimer3	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer4	Таймер алгоритма открытия заслонки
T4ClapCloseTimer4	Таймер алгоритма закрытия заслонки
T4ClapCalTimer4	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer5	Таймер алгоритма открытия заслонки
T4ClapCloseTimer5	Таймер алгоритма закрытия заслонки
T4ClapCalTimer5	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer6	Таймер алгоритма открытия заслонки
T4ClapCloseTimer6	Таймер алгоритма закрытия заслонки
T4ClapCalTimer6	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer7	Таймер алгоритма открытия заслонки
T4ClapCloseTimer7	Таймер алгоритма закрытия заслонки
T4ClapCalTimer7	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer8	Таймер алгоритма открытия заслонки
T4ClapCloseTimer8	Таймер алгоритма закрытия заслонки
T4ClapCalTimer8	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer9	Таймер алгоритма открытия заслонки
T4ClapCloseTimer9	Таймер алгоритма закрытия заслонки
T4ClapCalTimer9	Таймер алгоритма калибровки заслонки
T4ClapOpenTimer10	Таймер алгоритма открытия заслонки
T4ClapCloseTimer10	Таймер алгоритма закрытия заслонки
T4ClapCalTimer10	Таймер алгоритма калибровки заслонки
T5OpenTimer1	Таймер алгоритма открытия заслонки
T5CloseTimer1	Таймер алгоритма закрытия заслонки
T5CalTimer1	Таймер алгоритма калибровки заслонки
T5OpenTimer2	Таймер алгоритма открытия заслонки
T5CloseTimer2	Таймер алгоритма закрытия заслонки
T5CalTimer2	Таймер алгоритма калибровки заслонки
T5OpenTimer3	Таймер алгоритма открытия заслонки
T5CloseTimer3	Таймер алгоритма закрытия заслонки
T5CalTimer3	Таймер алгоритма калибровки заслонки
T5OpenTimer4	Таймер алгоритма открытия заслонки
T5CloseTimer4	Таймер алгоритма закрытия заслонки
T5CalTimer4	Таймер алгоритма калибровки заслонки
T5OpenTimer5	Таймер алгоритма открытия заслонки
T5CloseTimer5	Таймер алгоритма закрытия заслонки
T5CalTimer5	Таймер алгоритма калибровки заслонки
T5OpenTimer6	Таймер алгоритма открытия заслонки
T5CloseTimer6	Таймер алгоритма закрытия заслонки
T5CalTimer6	Таймер алгоритма калибровки заслонки
T5OpenTimer7	Таймер алгоритма открытия заслонки
T5CloseTimer7	Таймер алгоритма закрытия заслонки
T5CalTimer7	Таймер алгоритма калибровки заслонки
T5OpenTimer8	Таймер алгоритма открытия заслонки
T5CloseTimer8	Таймер алгоритма закрытия заслонки
T5CalTimer8	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer1	Таймер алгоритма открытия заслонки
T5ClapCloseTimer1	Таймер алгоритма закрытия заслонки
T5ClapCalTimer1	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer2	Таймер алгоритма открытия заслонки
T5ClapCloseTimer2	Таймер алгоритма закрытия заслонки
T5ClapCalTimer2	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer3	Таймер алгоритма открытия заслонки
T5ClapCloseTimer3	Таймер алгоритма закрытия заслонки
T5ClapCalTimer3	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer4	Таймер алгоритма открытия заслонки
T5ClapCloseTimer4	Таймер алгоритма закрытия заслонки
T5ClapCalTimer4	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer5	Таймер алгоритма открытия заслонки
T5ClapCloseTimer5	Таймер алгоритма закрытия заслонки
T5ClapCalTimer5	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer6	Таймер алгоритма открытия заслонки
T5ClapCloseTimer6	Таймер алгоритма закрытия заслонки
T5ClapCalTimer6	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer7	Таймер алгоритма открытия заслонки
T5ClapCloseTimer7	Таймер алгоритма закрытия заслонки
T5ClapCalTimer7	Таймер алгоритма калибровки заслонки
T5ClapOpenTimer8	Таймер алгоритма открытия заслонки
T5ClapCloseTimer8	Таймер алгоритма закрытия заслонки
T5ClapCalTimer8	Таймер алгоритма калибровки заслонки
T1OpenTimer1	Таймер алгоритма открытия заслонки
T1CloseTimer1	Таймер алгоритма закрытия заслонки
T1CalTimer1	Таймер алгоритма калибровки заслонки
T1OpenTimer2	Таймер алгоритма открытия заслонки
T1CloseTimer2	Таймер алгоритма закрытия заслонки
T1CalTimer2	Таймер алгоритма калибровки заслонки
T1OpenTimer3	Таймер алгоритма открытия заслонки
T1CloseTimer3	Таймер алгоритма закрытия заслонки
T1CalTimer3	Таймер алгоритма калибровки заслонки
T1OpenTimer4	Таймер алгоритма открытия заслонки
T1CloseTimer4	Таймер алгоритма закрытия заслонки
T1CalTimer4	Таймер алгоритма калибровки заслонки
T1OpenTimer5	Таймер алгоритма открытия заслонки
T1CloseTimer5	Таймер алгоритма закрытия заслонки
T1CalTimer5	Таймер алгоритма калибровки заслонки
T1OpenTimer6	Таймер алгоритма открытия заслонки
T1CloseTimer6	Таймер алгоритма закрытия заслонки
T1CalTimer6	Таймер алгоритма калибровки заслонки
T1OpenTimer7	Таймер алгоритма открытия заслонки
T1CloseTimer7	Таймер алгоритма закрытия заслонки
T1CalTimer7	Таймер алгоритма калибровки заслонки
T1OpenTimer8	Таймер алгоритма открытия заслонки
T1CloseTimer8	Таймер алгоритма закрытия заслонки
T1CalTimer8	Таймер алгоритма калибровки заслонки
T1OpenTimer9	Таймер алгоритма открытия заслонки
T1CloseTimer9	Таймер алгоритма закрытия заслонки
T1CalTimer9	Таймер алгоритма калибровки заслонки
T6LatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime9	Время хода задвижки от закрытого состояния к открытому
T6LatchCalOpenTime10	Время хода задвижки от закрытого состояния к открытому
T6LatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime9	Время хода задвижки от открытого состояния к закрытому
T6LatchCalCloseTime10	Время хода задвижки от открытого состояния к закрытому
T7LatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime9	Время хода задвижки от закрытого состояния к открытому
T7LatchCalOpenTime10	Время хода задвижки от закрытого состояния к открытому
T7LatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime9	Время хода задвижки от открытого состояния к закрытому
T7LatchCalCloseTime10	Время хода задвижки от открытого состояния к закрытому
T4LatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime9	Время хода задвижки от закрытого состояния к открытому
T4LatchCalOpenTime10	Время хода задвижки от закрытого состояния к открытому
T4LatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime9	Время хода задвижки от открытого состояния к закрытому
T4LatchCalCloseTime10	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalOpenTime1	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime2	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime3	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime4	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime5	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime6	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime7	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime8	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime9	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalOpenTime10	Время хода задвижки от закрытого состояния к открытому
T4ClapLatchCalCloseTime1	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime2	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime3	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime4	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime5	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime6	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime7	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime8	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime9	Время хода задвижки от открытого состояния к закрытому
T4ClapLatchCalCloseTime10	Время хода задвижки от открытого состояния к закрытому
